"entity","predicate","type"
"https://w3id.org/cskg/resource/dynamic_environment_problem","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/dynamic_impact_loading","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/dynamic_multivariate_process","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/dynamic_service_recommendation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/dynamics_of_avoidance_goal_regulation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/e_learning_curator","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/e_learning_skill","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/early_design_phase","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/early_vitreous_lavage","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/earth_observation_application","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/earthquake_reconnaissance","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/earths_atmosphere","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/ecg_acquisition","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/ecg_signal_classification","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/ecological_environment_protection","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/ecological_reclamation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/ecological_tourism","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/economic_analysis_of_agricultural_farming","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/economic_field","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/economic_operation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/economic_optimality","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/ecosystem_process","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/edge_location","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/educational_development_program","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/educational_sciences_field","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/educative_innovation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/eeg_based_brain_computer_interface","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/eeg_data_collection","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/eeg_vowel_silent_speech_signal_discrimination","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/effort_regulation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/elaboration_phase","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/elastic_interaction_of_particle","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/electric_and_hybrid_car","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/electrical_resistivity_prediction","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/electrical_system_control_application","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/electricity_crisis","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/electricity_market_scheduling","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/electricity_price_evaluation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/electrification_of_remote_rural_area","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/electrification_of_russia","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/electro_energy_power_system","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/electrochemical_n2_reduction_reaction","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/electrolaryngeal_speech_enhancement","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/electromagnetic_welding","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/electron_bombardment","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/electron_crystallographic_study","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/electron_diffraction_imaging","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/electron_spin_resonance_test","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/electronic_clinical_decision_support","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/electronic_document_development","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/electronic_health_records_ehr_system","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/electronic_search_for_relevant_article","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/elimination_of_contaminating_plasmid_dna","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/elimination_of_hazardous_organic_pollutant","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/em_wave_propagation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/embedded_research","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/embedded_security_application","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/embedded_slam","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/embedded_terminal","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/embedding_of_rare_word","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/emergency_function","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/emergency_management_response","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/emergency_rescue_work","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/emission_of_multi_charged_projectile_fragment","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/emotion_understanding_task","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/emotional_abuse","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/emotional_motion_rendering","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/employment_mediation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/enantioselective_analysis","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/encapsulation_of_probiotic","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/encoding_of_stimulus","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/end_of_life_phase","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/end_to_end_information_transmission","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/endogenous_innovation_process","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/energetics_of_small_water_cluster","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/energy_and_economic_perspective","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/energy_consumption_forecasting","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/energy_consumption_minimization_problem","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/energy_efficient_optimization_problem","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/energy_modeling","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/energy_saving_issue","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/energy_storage_system_application","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/energy_sustainability","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/energy_system_resilience","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/energy_transfer_phenomenon","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/energy_union","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/engine_designing_and_manufacturing","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/engineering_geophysical_exploration","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/engineering_measurement","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/enhanced_gas_sensor_calibration","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/enhancing_communication","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/enrichment_of_wireless_data_transmission","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/ensemble_recognition","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/ensemble_registration_of_multisensor_image","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/enterprise_logistics_management","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/environment_development","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/environmental_restriction","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/epicardial_activation_mapping","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/epidemic_intervention","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/epidemiological_and_medical_research","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/epigenetic_reprogramming_event","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/epistemic_negation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/epistemic_planning_planning","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/epitope_mapping_claim","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/equipment_overhaul","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/equipment_production","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/error_free_demodulation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/escape_daily_life","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/esrc_process","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/estimating_latent_derivative","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/estimation_of_average_vehicle_time_headway","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/estimation_of_carrier_frequency_offset","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/estimation_of_extreme_tail_behavior","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/estimation_of_hydrodynamic_parameter","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/estimation_of_linear_velocity","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/estimation_of_pavement_crack_initiation_model","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/estimation_of_the_channel_matrix","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/estimation_of_the_full_field_strain","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/estimation_of_the_receiver_position","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/estimation_of_yem","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/ethical_decision","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/ethical_decision_making","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/ethnic_identity_development","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/eu_and_wto_negotiation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/eu_decision_making_process","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/eu_energy_policy","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/eu_insurance_regulation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/eurointegration_process","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/evaluating_a_tires_fault","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/evaluating_regional_ecological_environmental_quality","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/evaluating_student_competency","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/evaluating_visible_street_ugs_provision","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/evaluation_of_beam_steerable_device","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/evaluation_of_e_learning_course","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/evaluation_of_sustainable_development","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/evaluation_of_the_concrete_structure","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/evaluation_of_the_road_condition","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/evaluation_practice","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/evidence_assessment","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/evidence_based_patient_choice","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/evolution_of_massive_star","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/evolution_of_organic_matter_om_fraction","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/evolutionary_change","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/evolving_social_network","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/examination_evaluation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/excystation_signaling","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/execution_of_operation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/exoskeleton_physical_assistance","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/expanding_pores_of_biochar","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/expense_minimization","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/experiment_teaching","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/experimental_intervention","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/expert_performance","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/explicit_computation_of_coil_sensitivity","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/explicit_generalization","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/exploration_of_virtual_surface","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/explosive_sensing_application","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/export_of_e_artexte_content","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/export_product_competitiveness","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/express_oil_residual_reserves_estimation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/expressive_arts_activity","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/expressive_arts_intervention","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/extracting_latent_dynamic","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/extracting_quality_information","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/extracting_the_feature_information","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/extracting_the_spatial_dependency","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/extraction_of_biocomponents","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/extraction_of_clinical_parameter","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/extraction_of_hidden_knowledge","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/extraction_of_small_object","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/extraction_of_the_flame_suspected_area","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/eye_and_vision_care","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/eye_care_service","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/eye_feature_based_face_retrieval","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/eye_injuries_simulation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/fabrication_of_heterogeneous_object","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/face_attribute_recognition","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/face_detection_and_attribute_recognition_network","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/facial_expressions_modeling","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/facial_geometric_detail_recovery","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/facial_skin_aging","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/failure_classification","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/fatigue_effect","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
